entity_id,entity_type,canonical_name,panel_count,panels,source_labels
kingdom_of_hungary,existing_polity,Croatia → Kingdom of Hungary,5,bosnia|czech_slovakia|hungary|romania|serbia,Croatia → Kingdom of Hungary | Kingdom of Hungary (nominal suzerainty) | Kingdom of Hungary | Kingdom of Hungary (Árpád dynasty) | Kingdom of Hungary — Angevin dynasty | Kingdom of Hungary — Jagiellonian dynasty | Kingdom of Hungary — Habsburg rule | Kingdom of Hungary (Stephen I) | Kingdom of Hungary (Angevin then Jagiellonian) | Kingdom of Hungary (Horthy regency) | Kingdom of Hungary — Transylvania (with Saxon colonists) | Kingdom of Hungary → Eastern Kingdom of Hungary | Kingdom of Hungary forming | Kingdom of Hungary — Belgrade | Kingdom of Hungary → Habsburg Empire
almohad_caliphate,existing_polity,Almohad Caliphate,5,iberia|morocco|algeria|libya|tunisia,Almohad Caliphate | Almohad dynasty (al-Muwahhidun) — Masmuda Berber from High Atlas; unified Morocco + Iberia + Algeria
bmac_culture,existing_polity,BMAC / Oxus Civilization,4,afghanistan|turkmenistan|uzbekistan|iran,BMAC / Oxus Civilization | BMAC (Bactria–Margiana Archaeological Complex) | Oxus / BMAC culture
maurya_empire,existing_polity,Maurya Empire,4,afghanistan|iran|india|pakistan,Maurya Empire | Mauryan Empire (briefly) | Maurya Empire — Pataliputra capital · Chandragupta · Ashoka | Maurya Empire — Taxila as provincial capital
saffarid_dynasty,existing_polity,Saffarid dynasty (capital: Zaranj — rose from Sistan),4,afghanistan|turkmenistan|iran|pakistan,Saffarid dynasty (capital: Zaranj — rose from Sistan) | Saffarid dynasty | Saffarid Dynasty | Saffarid (remnant)
samanid_empire,existing_polity,Samanid dynasty,4,afghanistan|turkmenistan|uzbekistan|iran,Samanid dynasty | Samanid dynasty (capital: Bukhara) | Samanid Empire
durrani_empire,existing_polity,Durrani Empire (Ahmad Shah — Afghan unification),4,afghanistan|iran|india|pakistan,Durrani Empire (Ahmad Shah — Afghan unification) | Durrani Empire (original Durrani capital) | Durrani Empire | Durrani Empire (capital moved to Kabul 1776) | Durrani Empire (Punjab raids · Battle of Panipat 1761) | Durrani Empire — Punjab as Afghan territory | Durrani Empire — Kashmir
hunnic_empire,existing_polity,Hunnic Empire,4,kazakhstan|hungary|romania|ukraine,Hunnic Empire | Hunnic Empire (capital near Tisza) | Hunnic Empire → Goths/Sarmatians | Hunnic Empire · Alans · Free Dacians remnants | Hunnic Empire → Slavic migration | Sarmatians (Alans) → Hunnic Empire
rouran_khaganate,existing_polity,Rouran Khaganate (suzerainty),4,kazakhstan|xinjiang|china|mongolia,Rouran Khaganate (suzerainty) | Rouran Khaganate | Rouran Khaganate (柔然)
goktürk_khaganate,existing_polity,Göktürk Khaganate (Western wing),4,kazakhstan|china|russia|iran,Göktürk Khaganate (Western wing) | Göktürk Khaganate | Rouran → Göktürk Khaganate (突厥) | Göktürk Khaganate (Eastern · Western) | Indigenous peoples · Göktürk Khaganate influence
khazar_khaganate,existing_polity,Khazar Khaganate,4,kazakhstan|russia|ukraine|georgia,Khazar Khaganate | Khazar Khaganate (south steppe) | Khazar Khaganate (partly) | Khazar Khaganate · Byzantine Chersonesus | Khazar Khaganate — raids
uyghur_khaganate,existing_polity,Uyghur Khaganate (suzerainty),4,kazakhstan|xinjiang|china|mongolia,Uyghur Khaganate (suzerainty) | Uyghur Khaganate | Uyghur Khaganate (Orkhon heartland / reach here) | Uyghur Khaganate (回鹘) | Uyghur Khaganate (回鶻)
kara_khanid_khanate,existing_polity,Kara-Khanid Khanate (Zhetysu),4,kazakhstan|turkmenistan|uzbekistan|xinjiang,Kara-Khanid Khanate (Zhetysu) | Kara-Khanid (eastern fringe) | Kara-Khanid Khanate | Kara-Khanid Khanate (first Islamic Turkic state — Kashgar capital) | Kara-Khanid Khanate (eastern wing) | Kara-Khanid (northern fringe)
dzungar_khanate,existing_polity,Dzungar Khanate pressure,4,kazakhstan|xinjiang|china|mongolia,Dzungar Khanate pressure | Oirat → Dzungar Khanate forming | Dzungar Khanate (peak power — capital: Ghulja/Yining) | Dzungar Khanate conquest | Dzungar Khanate (準噶爾)
qajar_dynasty,existing_polity,Qajar dynasty (Iran),4,turkmenistan|armenia|azerbaijan|iran,Qajar dynasty (Iran) | Qajar Iran (suzerain) | Qajar Iran (suzerain of khanates) | Qajar Iran | Qajar (consolidating) | Qajar Dynasty
xianbei,existing_polity,Xianbei,4,xinjiang|china|manchuria|mongolia,Xianbei | Xianbei (Murong · Tuoba) | Xianbei (鮮卑) — dominant steppe power
northern_wei,existing_polity,Northern Wei tributary,4,xinjiang|china|manchuria|mongolia,Northern Wei tributary | Northern Wei (北魏) | Northern Wei
manchukuo,existing_polity,Manchukuo (满洲国),4,china|korea|manchuria|mongolia,"Manchukuo (满洲国) | Manchukuo · Japanese occupation | Manchukuo (Japan puppet) | Manchukuo — Japanese puppet state, 1932–1945 | Manchukuo · Soviet Union (border zone) | Manchukuo"
macedonian_kingdom,existing_polity,Macedonian Kingdom,4,albania|bulgaria|greece|north_macedonia,"Macedonian Kingdom | Macedonian Kingdom — Philip II (Triballi, 339 BCE) | Macedonian kingdom (Argead dynasty) | Macedonian Kingdom — Philip II conquered Paeonia"
second_bulgarian_empire,existing_polity,Second Bulgarian Empire,4,albania|bulgaria|north_macedonia|romania,Second Bulgarian Empire | Second Bulgarian Empire — Tărnovo | Second Bulgarian Empire border
polish_lithuanian_commonwealth,existing_polity,Polish-Lithuanian Commonwealth,4,baltic|belarus|poland|ukraine,Polish-Lithuanian Commonwealth | Polish-Lithuanian Commonwealth (–1795) | Polish-Lithuanian Commonwealth (Rzeczpospolita — 'First Republic')
sfr_yugoslavia,existing_polity,SFR Yugoslavia — Socialist Republic of Bosnia & Herzegovina (1945–1992),4,bosnia|croatia|serbia|slovenia,SFR Yugoslavia — Socialist Republic of Bosnia & Herzegovina (1945–1992) | SFR Yugoslavia — Socialist Republic of Croatia | SFR Yugoslavia — Socialist Republic of Serbia | SFR Yugoslavia — Socialist Republic of Slovenia (1945–1991)
gepid_kingdom,existing_polity,Gepid Kingdom,4,croatia|hungary|romania|serbia,Gepid Kingdom | Gepid Kingdom (Great Plain · Tisza) | Gepid Kingdom (Transylvania)
greek_colonies,existing_polity,Greek colonies (Emporion · Rhode),4,iberia|italy|ukraine|georgia,Greek colonies (Emporion · Rhode) | Greek colonies (Syracuse · Akragas · Selinunte) | Greek colonies (Olbia · Tyras) | Greek colonies (Phasis · Dioscurias)
almoravid_dynasty,existing_polity,Almoravid Dynasty,4,iberia|morocco|algeria|west_africa,"Almoravid Dynasty | Almoravid dynasty (al-Murabitun) — originated in Western Sahara Sanhaja; unified Morocco, Iberia | Almoravid (Murabitun) | Almoravid Sultanate (Berber — conquers Ghana)"
vandal_kingdom,existing_polity,Vandal Kingdom (Sardinia),4,italy|algeria|libya|tunisia,Vandal Kingdom (Sardinia) | Vandal Kingdom (transit) | Vandal Kingdom
akkadian_empire,existing_polity,Akkadian Empire (campaigns),4,anatolia|arabia|iraq|iran,Akkadian Empire (campaigns) | Akkadian Empire
mitanni_empire,existing_polity,Mitanni Empire,4,anatolia|armenia|iraq|levant,Mitanni Empire | Mitanni Empire — suzerainty | Mitanni Kingdom | Mitanni
jalayirid_sultanate,existing_polity,Jalayirid Sultanate,4,armenia|azerbaijan|iraq|iran,Jalayirid Sultanate
zirid_dynasty,existing_polity,Zirid / Meknasa,4,morocco|algeria|libya|tunisia,Zirid / Meknasa | Zirid (Ashir principality) | Zirid dynasty
hafsid_dynasty,existing_polity,Hafsid (east fringe),4,morocco|algeria|libya|tunisia,Hafsid (east fringe) | Hafsid (nominal suzerainty) | Hafsid dynasty (Constantine) | Hafsid dynasty (–1574) | Hafsid dynasty
homo_sapiens_migration,existing_polity,Homo sapiens migration,3,afghanistan|france|anatolia,Homo sapiens migration
indo_greek_kingdom,existing_polity,Indo-Greek Kingdom,3,afghanistan|india|pakistan,Indo-Greek Kingdom | Indo-Greek Kingdom (Menander I / Milinda) | Indo-Greek Kingdom (lower Sindh)
indo_scythian_kingdom,existing_polity,Indo-Scythian Kingdom,3,afghanistan|india|pakistan,Indo-Scythian Kingdom | Indo-Scythians | Indo-Scythians — Western Satraps | Indo-Scythians — Northern Satraps
indo_parthian_kingdom,existing_polity,Indo-Parthian Kingdom,3,afghanistan|india|pakistan,Indo-Parthian Kingdom | Indo-Parthian Kingdom (Gondophares)
delhi_sultanate,existing_polity,Delhi Sultanate — Khalji / Tughluq (raids),3,afghanistan|india|pakistan,Delhi Sultanate — Khalji / Tughluq (raids) | Delhi Sultanate — Slave · Khalji · Tughluq · Sayyid · Lodi (Kabul contested) | Delhi Sultanate (Mamluk / Slave dynasty) | Delhi Sultanate expansion into Bengal | Delhi Sultanate (Khalji dynasty) — Alauddin Khalji · Malik Kafur raids Deccan & South | Delhi Sultanate — Khalji conquests in Deccan | Delhi Sultanate (Tughluq dynasty) | Delhi Sultanate (Sayyid dynasty) | Delhi Sultanate (Tughluq) | Delhi Sultanate (Lodi dynasty) | Delhi Sultanate (Khalji dynasty)
mughal_empire,existing_polity,Mughal Empire (Shah Jahan conquered Balkh 1646),3,afghanistan|india|pakistan,Mughal Empire (Shah Jahan conquered Balkh 1646) | Mughal Empire (Babur — Kabul capital 1504) | Mughal Empire — Akbar the Great | Mughal Empire — Bengal Subah | Mughal Empire — Jahangir · Shah Jahan · Aurangzeb | Mughal conquest of Deccan Sultanates (Aurangzeb) | Mughal Empire (crumbling) | Mughal Empire (nominal) | Mughal Empire — Sindh Subah | Mughal Empire — Punjab & Lahore Subah | Mughal Empire — Kashmir Subah
turgesh_khaganate,existing_polity,Turgesh Khaganate,3,kazakhstan|uzbekistan|xinjiang,Turgesh Khaganate | Turgesh Khaganate (Ili Valley)
qara_khitai,existing_polity,Qara Khitai (Western Liao),3,kazakhstan|uzbekistan|xinjiang,Qara Khitai (Western Liao) | Qara Khitai / Western Liao
turkestan_assr,existing_polity,Turkestan ASSR,3,kazakhstan|turkmenistan|uzbekistan,Turkestan ASSR | Turkestan ASSR (Semirechye) | Turkestan ASSR (Fergana Oblast) | Turkestan ASSR (Fergana)
yuezhi,existing_polity,Yuezhi (Da Yuezhi),3,turkmenistan|uzbekistan|mongolia,Yuezhi (Da Yuezhi) | Yuezhi (月氏)
tibetan_empire,existing_polity,Tibetan Empire (吐蕃) occupation,3,xinjiang|china|tibet,Tibetan Empire (吐蕃) occupation | Tibetan Empire | Tibetan Empire (吐蕃) | Tibetan Empire — Songtsen Gampo · Trisong Detsen | Tibetan Empire (periphery)
republic_of_china,existing_polity,Republic of China — Xinjiang Province,3,xinjiang|china|mongolia,Republic of China — Xinjiang Province | Republic of China (中华民国) | Republic of China (中华民国) — Taiwan | Republic of China
han_dynasty,existing_polity,Han — Western Regions Protectorate (西域都护),3,china|pakistan|vietnam,Han — Western Regions Protectorate (西域都护) | Tarkhan dynasty (Sindh) | Han dynasty — Giao Chỉ (Jiaozhou)
liao_dynasty,existing_polity,Liao Dynasty (辽/契丹),3,china|manchuria|mongolia,Liao Dynasty (辽/契丹) | Liao Dynasty (辽) | Liao — Khitan Empire | Liao dynasty (遼)
western_xia,existing_polity,Western Xia (西夏),3,china|mongolia|tibet,Western Xia (西夏) | Western Xia (Tangut Empire)
northern_yuan,existing_polity,Northern Yuan (北元),3,china|manchuria|mongolia,Northern Yuan (北元) | Northern Yuan
russian_federation,existing_polity,Russian Federation — Far Eastern Federal District,3,manchuria|mongolia|russia,Russian Federation — Far Eastern Federal District | Russian Federation | Russian Federation (1991) | Russian Federation — Volga Federal District | Russian Federation — Siberian · Far Eastern Federal Districts | Russian Federation — Putin era (2000–) · Annexation of Crimea (2014) · Full-scale war in Ukraine (2022–)
sikh_empire,existing_polity,Sikh Empire (conquers Ladakh),3,tibet|india|pakistan,Sikh Empire (conquers Ladakh) | Sikh Empire — Ranjit Singh (Punjab) | Sikh Empire (Sindh frontier raids) | Sikh Empire — Ranjit Singh (Lahore) | Sikh Empire — conquers Kashmir (1819)
british_raj,existing_polity,British East India Company / British Raj,3,tibet|india|pakistan,British East India Company / British Raj | British Indian Empire (Bhutan — protectorate) | British Indian Empire | British Bengal (Company rule) | British East India Company — Company Raj | British Indian Empire (British Raj) | British Raj — World War I · Non-cooperation · Quit India · World War II | British East India Company — conquers Sindh (1843) | British East India Company — Anglo-Sikh Wars (1845–49) | British Indian Empire — Punjab Province
illyrian_kingdom,existing_polity,Illyrian Kingdom (Shkodër capital),3,albania|croatia|slovenia,Illyrian Kingdom (Shkodër capital) | Illyrian Kingdom — Queen Teuta | Illyrian Kingdom | Illyrian Kingdom · Pannonian tribes (Colapiani) | Illyrian Kingdom (Austrian)
lysimachus,existing_polity,Lysimachus (brief),3,albania|bulgaria|greece,Lysimachus (brief) | Lysimachus — Kingdom of Thrace | Lysimachus — Thrace & Macedonia
serbian_empire,existing_polity,Serbian Empire → Zeta (Balšić family),3,albania|north_macedonia|serbia,Serbian Empire → Zeta (Balšić family) | Serbian Empire → Albanian principalities | Serbian Empire → Byzantine → Albanian lords | Serbian Empire — Stefan Dušan | Serbian Empire
grand_duchy_of_lithuania,existing_polity,Grand Duchy of Lithuania,3,baltic|belarus|ukraine,Grand Duchy of Lithuania | Grand Duchy of Lithuania (peak power) | Grand Duchy of Lithuania absorbs Belarusian principalities | Grand Duchy of Lithuania — Old Ruthenian (Belarusian) official language | Grand Duchy of Lithuania — Volhynia | Grand Duchy of Lithuania (Kyiv principality)
united_kingdom,existing_polity,United Kingdom of Great Britain & Ireland,3,britain_ireland|iberia|low_countries,United Kingdom of Great Britain & Ireland | United Kingdom of Great Britain & Northern Ireland | United Kingdom | United Kingdom Portugal-Brazil-Algarves | United Kingdom of the Netherlands (William I — Congress of Vienna) | United Kingdom of the Netherlands
hunnic_raids,existing_polity,Hunnic raids,3,bulgaria|north_macedonia|serbia,Hunnic raids | Hunnic raids · Germanic migrations
hungary,existing_polity,Hungary — Baranja occupied,3,croatia|serbia|slovenia,Hungary — Baranja occupied | Hungary — Vojvodina re-occupied | Hungary — Prekmurje
neanderthals,existing_polity,Neanderthals,3,france|anatolia|iraq,Neanderthals | Neanderthals (Shanidar Cave)
dacian_kingdom,existing_polity,Dacian Kingdom,3,hungary|romania|ukraine,Dacian Kingdom | Dacian Kingdom — Sarmizegetusa Regia (capital) | Dacian / Thracian tribes
phoenician_colonies,existing_polity,Phoenician colonies (Gadir · Málaga · Sexi),3,iberia|italy|libya,Phoenician colonies (Gadir · Málaga · Sexi) | Phoenician colonies (Tharros · Nora · Sulcis) | Phoenician colonies (Oea · Sabratha · Leptis Magna)
hittite_empire,existing_polity,Hittite Empire,3,anatolia|armenia|levant,Hittite Empire | Hittite Empire — suzerainty
neo_babylonian,existing_polity,Neo-Babylonian,3,arabia|iraq|levant,Neo-Babylonian | Neo-Babylonian Empire
mamluk_sultanate,existing_polity,Mamluk suzerainty,3,arabia|egypt|levant,Mamluk suzerainty | Bahri Mamluk Sultanate — defeat of Mongols (Ain Jalut 1260); peak power | Burji Mamluk Sultanate — Circassian; Timur invasion; decline | Mamluk Sultanate
kura_araxes_culture,existing_polity,Kura-Araxes culture,3,armenia|georgia|iran,Kura-Araxes culture | Kura-Araxes / Urartu
kingdom_of_urartu,existing_polity,Kingdom of Urartu,3,armenia|georgia|iran,Kingdom of Urartu | Urartu suzerainty | Urartu
median_kingdom,existing_polity,Median Empire,3,armenia|azerbaijan|iran,Median Empire | Median Kingdom
chobanid_dynasty,existing_polity,Chobanid dynasty,3,armenia|azerbaijan|iran,Chobanid dynasty | Chobanid / Jalayirid
transcaucasian_democratic_federative_republic,existing_polity,Transcaucasian Democratic Federative Republic,3,armenia|azerbaijan|georgia,Transcaucasian Democratic Federative Republic
ptolemaic_egypt,existing_polity,Ptolemaic dynasty — Alexandria; Cleopatra VII (last pharaoh),3,egypt|levant|libya,Ptolemaic dynasty — Alexandria; Cleopatra VII (last pharaoh) | Ptolemaic (Coele-Syria) | Ptolemaic Egypt
tulunid_dynasty,existing_polity,Tulunid dynasty (semi-autonomous),3,egypt|levant|libya,Tulunid dynasty (semi-autonomous) | Tulunid dynasty
ikhshidid_dynasty,existing_polity,Ikhshidid dynasty,3,egypt|levant|libya,Ikhshidid dynasty
numidia,existing_polity,Numidia (Massinissa),3,algeria|libya|tunisia,Numidia (Massinissa) | Roman Numidia (Africa Proconsularis) | Numidia (partial) | Berber / Numidian peoples | Numidian hinterland
aghlabid_dynasty,existing_polity,Aghlabid dynasty,3,algeria|libya|tunisia,Aghlabid dynasty | Aghlabid dynasty (capital: Kairouan)
banu_ghaniya,existing_polity,Banu Ghaniya (Balearic Almoravid remnants),3,algeria|libya|tunisia,Banu Ghaniya (Balearic Almoravid remnants) | Banu Ghaniya | Banu Ghaniya (Almoravid rebels)
