id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
homo_sapiens_migration,Homo Sapiens Migration,,,,,,khorasan|gaul|anatolia|transoxiana|central_asian_steppe|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland|mesopotamia|levant|arabia|caucasus|egypt,50,,,Stub generated from afghanistan panel; appears in 3 panel(s); needs P6.1 enrichment
dervish_state,Dervish State,,,,,,nubia,1895,1920,,Stub generated from somalia panel; appears in 1 panel(s); needs P6.1 enrichment
un_trust_territory_of_somalia,Un Trust Territory Of Somalia,,,,,,nubia,1950,1960,,Stub generated from somalia panel; appears in 1 panel(s); needs P6.1 enrichment
somali_democratic_republic,Somali Democratic Republic,,,,,republic,nubia,1969,1991,,Stub generated from somalia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_somaliland,Republic Of Somaliland,,,,,,nubia,1991,,,Stub generated from somalia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_djibouti,Republic Of Djibouti,,,,,,nubia,,,,Stub generated from somalia panel; appears in 1 panel(s); needs P6.1 enrichment
federal_republic_of_somalia,Federal Republic Of Somalia,,,,,,nubia,2012,,,Stub generated from somalia panel; appears in 1 panel(s); needs P6.1 enrichment
early_mogadishu,Early Mogadishu,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
early_swahili_towns,Early Swahili Towns,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
early_kilwa,Early Kilwa,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
early_zanzibar,Early Zanzibar,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
sultanate_of_mogadishu,Sultanate Of Mogadishu,,,,,,nubia,900,1500,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
pate_city_state,Pate City State,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
lamu_city_state,Lamu City State,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
mombasa_city_state,Mombasa City State,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
malindi_city_state,Malindi City State,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
kilwa_sultanate,Kilwa Sultanate,,,,,sultanate,nubia,957,1513,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
sofala_trade_port,Sofala Trade Port,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
shirazi_zanzibar,Shirazi Zanzibar,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
portuguese_east_africa,Portuguese East Africa,,,,,,nubia,1498,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
fort_jesus_mombasa,Fort Jesus Mombasa,,,,,,nubia,1593,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
mazrui_dynasty,Mazrui Dynasty,,,,,monarchy,nubia,1735,1837,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
busaidi_dynasty,Busaidi Dynasty,,,,,monarchy,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
zanzibar_sultanate,Zanzibar Sultanate,,,,,sultanate,nubia,1837,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
british_east_africa,British East Africa,,,,,,nubia,1895,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
german_east_africa,German East Africa,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
british_tanganyika,British Tanganyika,,,,,,nubia,1919,1961,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
french_comoros,French Comoros,,,,,,nubia,1912,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
british_zanzibar,British Zanzibar,,,,,,nubia,,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_kenya,Republic Of Kenya,,,,,,nubia,1963,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
united_republic_of_tanzania,United Republic Of Tanzania,,,,,,nubia,1964,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_comoros,Republic Of Comoros,,,,,,nubia,1975,,,Stub generated from swahili_coast panel; appears in 1 panel(s); needs P6.1 enrichment
jomon_people,Jomon People,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
hayato,Hayato,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
emishi,Emishi,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
ryukyuan,Ryukyuan,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
ezo,Ezo,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
northern_court,Northern Court,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
southern_court,Southern Court,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
matsumae_domain,Matsumae Domain,,,,,,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
ezo_republic,Ezo Republic,,,,,republic,japanese_archipelago|yellow_river|yangtze|manchuria|mongolian_plateau|korean_peninsula,,,,Stub generated from japan panel; appears in 1 panel(s); needs P6.1 enrichment
jin_state,Jin State,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
tamna,Tamna,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
buyeo_okjeo,Buyeo Okjeo,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
nakrang,Nakrang,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
mahan_confederacy,Mahan Confederacy,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
jinhan_byeonhan,Jinhan Byeonhan,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
khitan_liao,Khitan Liao,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,918,1231,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
mongol_yuan,Mongol Yuan,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,1231,1356,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
korean_empire,Korean Empire,,,,,monarchy,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
soviet_military_government,Soviet Military Government,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,1945,1948,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
us_military_government,Us Military Government,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,1945,1948,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
china,China,,,,,,korean_peninsula|yellow_river|yangtze|manchuria|mongolian_plateau|japanese_archipelago,,,,Stub generated from korea panel; appears in 1 panel(s); needs P6.1 enrichment
shanrong,Shanrong,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,-800,-300,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
yan,Yan,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,-400,-222,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
liaodong_commandery,Liaodong Commandery,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,-300,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
yemaek,Yemaek,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
sushen,Sushen,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
gori_kingdom,Gori Kingdom,,,,,monarchy,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
liaodong_xuantu_commanderies,Liaodong Xuantu Commanderies,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,-108,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
han_commanderies,Han Commanderies,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,-108,-75,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
wuhuan,Wuhuan,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,-200,207,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
xin_eastern_han,Xin Eastern Han,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,9,220,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
wei_gongsun,Wei Gongsun,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,220,238,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
buyeo,Buyeo,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
ilou,Ilou,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
former_yan,Former Yan,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,337,395,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
later_yan,Later Yan,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,384,436,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
formerlater_yan,Formerlater Yan,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,337,436,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
dumokro,Dumokro,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
wuji,Wuji,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
khitan_confederacy,Khitan Confederacy,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,400,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
mohe,Mohe,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
dongdan_kingdom,Dongdan Kingdom,,,,,monarchy,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,926,983,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
jurchen_tribes,Jurchen Tribes,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
five_nations_dept,Five Nations Dept,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
eastern_liao,Eastern Liao,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
eastern_xia,Eastern Xia,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
eastern_three_kings,Eastern Three Kings,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
uriyangkhai_three_guards,Uriyangkhai Three Guards,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
ming_liaodong,Ming Liaodong,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
jianzhou_haixi_wild_jurchen,Jianzhou Haixi Wild Jurchen,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
wild_jurchen,Wild Jurchen,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
dalian,Dalian,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1898,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
empire_of_china,Empire Of China,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1915,16,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
japanese_kwantung_leasehold,Japanese Kwantung Leasehold,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1905,1945,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
roc_provisional_govt,Roc Provisional Govt,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
fengtian_clique,Fengtian Clique,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
roc_fengtian_clique,Roc Fengtian Clique,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
russian_republic,Russian Republic,,,,,republic,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1917,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
amur_soviet,Amur Soviet,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1917,1920,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
russian_state,Russian State,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1918,1920,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
far_eastern_republic,Far Eastern Republic,,,,,republic,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1920,1922,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
soviet_occupied_manchuria,Soviet Occupied Manchuria,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1945,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
soviet_dalian,Soviet Dalian,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,1945,1955,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
soviet_far_east,Soviet Far East,,,,,,manchuria|yellow_river|yangtze|mongolian_plateau|korean_peninsula|japanese_archipelago,,,,Stub generated from manchuria panel; appears in 1 panel(s); needs P6.1 enrichment
